"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"14/01/2025";"0500";"26,0";"26,1";"25,9";"87,0";"88,0";"86,0";"23,7";"23,9";"23,6";"1007,6";"1007,9";"1007,6";"0,3";"215,0";"2,5";"";"0,0"
"14/01/2025";"0600";"24,4";"26,1";"24,2";"97,0";"97,0";"87,0";"23,8";"23,9";"23,1";"1007,0";"1007,6";"1007,0";"0,1";"214,0";"4,8";"";"7,2"
"14/01/2025";"0700";"24,4";"24,6";"24,4";"97,0";"97,0";"96,0";"23,9";"24,0";"23,9";"1006,9";"1007,1";"1006,8";"0,3";"214,0";"3,7";"";"0,2"
"14/01/2025";"0800";"24,5";"24,5";"24,4";"98,0";"98,0";"97,0";"24,2";"24,2";"23,9";"1007,1";"1007,1";"1006,9";"0,0";"214,0";"1,3";"";"0,0"
"14/01/2025";"0900";"24,4";"24,5";"24,4";"98,0";"98,0";"98,0";"24,1";"24,2";"24,1";"1007,5";"1007,5";"1007,1";"0,0";"214,0";"1,2";"";"0,0"
"14/01/2025";"1000";"24,6";"24,6";"24,3";"99,0";"99,0";"98,0";"24,4";"24,4";"24,1";"1008,1";"1008,1";"1007,5";"0,0";"214,0";"1,0";"39,60";"0,0"
"14/01/2025";"1100";"25,2";"25,5";"24,6";"96,0";"99,0";"96,0";"24,5";"25,3";"24,4";"1008,8";"1008,8";"1008,1";"0,2";"214,0";"1,9";"325,60";"0,0"
"14/01/2025";"1200";"28,8";"28,8";"25,2";"78,0";"96,0";"78,0";"24,7";"25,2";"24,3";"1009,5";"1009,5";"1008,8";"0,9";"215,0";"4,3";"1011,00";"0,0"
"14/01/2025";"1300";"29,7";"30,0";"28,6";"73,0";"79,0";"72,0";"24,5";"25,0";"24,0";"1010,0";"1010,0";"1009,5";"1,6";"213,0";"4,6";"1697,20";"0,0"
"14/01/2025";"1400";"29,8";"30,2";"29,1";"71,0";"77,0";"70,0";"23,8";"24,9";"23,7";"1009,9";"1010,0";"1009,9";"1,7";"219,0";"4,8";"1166,80";"0,0"
"14/01/2025";"1500";"31,6";"31,8";"29,4";"65,0";"73,0";"64,0";"24,2";"25,0";"23,1";"1009,3";"1009,9";"1009,3";"2,0";"223,0";"6,9";"1927,90";"0,0"
"14/01/2025";"1600";"31,0";"31,8";"30,2";"65,0";"70,0";"63,0";"23,8";"24,6";"23,3";"1008,9";"1009,3";"1008,8";"1,9";"224,0";"7,3";"2023,30";"0,0"
"14/01/2025";"1700";"27,3";"31,6";"27,0";"77,0";"77,0";"62,0";"22,9";"24,8";"21,6";"1008,0";"1009,0";"1008,0";"2,1";"228,0";"8,1";"1086,30";"0,0"
"14/01/2025";"1800";"30,0";"30,2";"27,3";"70,0";"77,0";"68,0";"24,1";"24,8";"22,7";"1007,1";"1008,0";"1007,1";"1,1";"228,0";"4,3";"966,00";"0,0"
"14/01/2025";"1900";"29,2";"30,5";"29,1";"70,0";"71,0";"68,0";"23,2";"24,3";"22,9";"1007,0";"1007,1";"1006,9";"1,7";"215,0";"5,5";"736,00";"0,0"
"14/01/2025";"2000";"28,3";"29,2";"28,3";"75,0";"76,0";"69,0";"23,5";"23,6";"22,7";"1007,3";"1007,3";"1007,0";"1,6";"219,0";"6,4";"197,80";"0,0"
"14/01/2025";"2100";"27,1";"28,3";"27,1";"83,0";"85,0";"75,0";"24,1";"24,4";"23,4";"1007,8";"1007,8";"1007,3";"0,3";"208,0";"4,3";"65,30";"0,0"
"14/01/2025";"2200";"25,5";"27,1";"25,4";"94,0";"94,0";"83,0";"24,5";"24,8";"24,0";"1008,0";"1008,0";"1007,8";"0,1";"208,0";"2,1";"9,40";"0,0"
"14/01/2025";"2300";"25,4";"25,5";"25,4";"96,0";"96,0";"94,0";"24,7";"24,7";"24,4";"1008,5";"1008,5";"1008,0";"0,0";"208,0";"1,1";"";"0,0"
"15/01/2025";"0000";"25,4";"25,5";"25,4";"95,0";"96,0";"95,0";"24,5";"24,8";"24,5";"1008,9";"1008,9";"1008,5";"0,2";"208,0";"1,4";"";"0,0"
"15/01/2025";"0100";"26,0";"26,1";"25,4";"91,0";"95,0";"89,0";"24,4";"24,5";"24,0";"1009,1";"1009,1";"1008,8";"0,9";"208,0";"2,9";"";"0,0"
"15/01/2025";"0200";"25,3";"26,0";"25,3";"95,0";"95,0";"91,0";"24,3";"24,4";"24,1";"1009,2";"1009,2";"1009,0";"0,0";"203,0";"2,6";"";"0,0"
"15/01/2025";"0300";"24,9";"25,3";"24,8";"96,0";"96,0";"95,0";"24,2";"24,4";"24,1";"1009,2";"1009,3";"1009,2";"0,0";"203,0";"1,1";"";"0,0"
"15/01/2025";"0400";"24,7";"24,9";"24,7";"97,0";"97,0";"96,0";"24,3";"24,3";"24,2";"1008,3";"1009,2";"1008,3";"0,0";"203,0";"0,0";"";"0,0"
"15/01/2025";"0500";"24,5";"24,7";"24,4";"98,0";"98,0";"97,0";"24,1";"24,3";"24,1";"1007,5";"1008,3";"1007,5";"0,0";"203,0";"1,5";"";"0,0"
"15/01/2025";"0600";"24,4";"24,5";"24,3";"98,0";"98,0";"98,0";"24,0";"24,1";"23,9";"1007,1";"1007,5";"1007,1";"0,0";"203,0";"0,9";"";"0,0"
"15/01/2025";"0700";"24,4";"24,5";"24,4";"98,0";"98,0";"98,0";"24,0";"24,1";"24,0";"1007,0";"1007,1";"1007,0";"0,0";"203,0";"0,0";"";"0,0"
"15/01/2025";"0800";"24,6";"24,6";"24,3";"98,0";"98,0";"98,0";"24,3";"24,3";"23,9";"1007,2";"1007,2";"1007,0";"0,0";"203,0";"1,4";"";"0,0"
"15/01/2025";"0900";"24,6";"24,7";"24,6";"98,0";"98,0";"98,0";"24,2";"24,3";"24,2";"1007,7";"1007,7";"1007,2";"0,7";"203,0";"1,7";"";"0,0"
"15/01/2025";"1000";"24,6";"24,7";"24,5";"97,0";"98,0";"97,0";"24,2";"24,3";"24,1";"1008,4";"1008,4";"1007,7";"1,0";"197,0";"2,5";"50,50";"0,2"
"15/01/2025";"1100";"25,3";"25,5";"24,6";"95,0";"97,0";"95,0";"24,6";"24,8";"24,1";"1009,2";"1009,2";"1008,4";"1,4";"197,0";"2,5";"323,90";"0,0"
"15/01/2025";"1200";"27,3";"27,3";"25,3";"86,0";"96,0";"86,0";"24,7";"25,3";"24,4";"1009,9";"1009,9";"1009,2";"0,9";"180,0";"2,4";"857,10";"0,0"
"15/01/2025";"1300";"28,5";"28,5";"27,3";"79,0";"86,0";"79,0";"24,6";"24,9";"24,0";"1010,3";"1010,4";"1009,9";"0,8";"214,0";"4,5";"822,00";"0,0"
"15/01/2025";"1400";"29,2";"30,1";"28,5";"73,0";"79,0";"70,0";"24,0";"24,5";"23,6";"1010,2";"1010,5";"1010,2";"1,2";"237,0";"3,9";"1377,50";"0,0"
"15/01/2025";"1500";"29,2";"29,8";"28,7";"72,0";"78,0";"71,0";"23,5";"24,6";"23,5";"1009,6";"1010,2";"1009,6";"1,5";"227,0";"3,9";"880,00";"0,0"
"15/01/2025";"1600";"29,1";"29,6";"29,0";"71,0";"73,0";"68,0";"23,3";"23,9";"22,7";"1009,0";"1009,6";"1009,0";"1,2";"219,0";"4,1";"625,10";"0,0"
"15/01/2025";"1700";"29,1";"29,2";"28,4";"69,0";"74,0";"65,0";"22,8";"23,6";"21,6";"1008,0";"1009,0";"1008,0";"0,6";"217,0";"3,9";"728,10";"0,0"
"15/01/2025";"1800";"29,9";"30,3";"28,1";"67,0";"85,0";"64,0";"23,1";"25,9";"22,4";"1007,2";"1008,0";"1007,2";"1,1";"223,0";"3,7";"1178,70";"0,0"
"15/01/2025";"1900";"28,7";"30,2";"28,7";"72,0";"74,0";"65,0";"23,1";"24,0";"22,5";"1007,0";"1007,2";"1006,9";"1,5";"238,0";"8,3";"858,30";"0,0"
"15/01/2025";"2000";"28,1";"28,9";"28,1";"73,0";"74,0";"71,0";"22,9";"23,7";"22,7";"1007,1";"1007,1";"1006,9";"2,0";"211,0";"6,5";"486,40";"0,0"
"15/01/2025";"2100";"27,2";"28,4";"27,2";"76,0";"77,0";"72,0";"22,7";"23,2";"22,7";"1007,8";"1007,8";"1007,1";"1,8";"212,0";"6,5";"332,20";"0,0"
"15/01/2025";"2200";"26,5";"27,2";"26,5";"82,0";"83,0";"76,0";"23,1";"23,3";"22,8";"1008,5";"1008,5";"1007,8";"1,0";"210,0";"5,5";"24,80";"0,0"
"15/01/2025";"2300";"26,4";"26,6";"26,4";"84,0";"84,0";"81,0";"23,4";"23,5";"23,1";"1009,3";"1009,3";"1008,5";"0,7";"208,0";"3,6";"";"0,0"
"16/01/2025";"0000";"25,3";"26,4";"25,3";"91,0";"91,0";"84,0";"23,6";"23,7";"23,4";"1010,1";"1010,1";"1009,3";"1,2";"192,0";"2,9";"";"0,0"
"16/01/2025";"0100";"24,8";"25,3";"24,8";"84,0";"91,0";"81,0";"21,9";"23,7";"21,7";"1010,9";"1010,9";"1010,1";"1,8";"220,0";"5,5";"";"0,0"
"16/01/2025";"0200";"24,1";"24,9";"24,1";"86,0";"87,0";"83,0";"21,6";"22,0";"21,4";"1011,2";"1011,2";"1010,9";"0,7";"203,0";"6,0";"";"0,0"
"16/01/2025";"0300";"23,5";"24,1";"23,5";"90,0";"90,0";"86,0";"21,7";"21,8";"21,4";"1010,9";"1011,2";"1010,9";"1,0";"186,0";"3,3";"";"0,0"
"16/01/2025";"0400";"22,9";"23,5";"22,9";"94,0";"94,0";"89,0";"21,8";"21,9";"21,5";"1010,6";"1010,9";"1010,6";"1,0";"208,0";"3,3";"";"0,0"
"16/01/2025";"0500";"22,7";"22,9";"22,7";"96,0";"96,0";"94,0";"22,0";"22,0";"21,8";"1010,1";"1010,6";"1010,1";"1,2";"208,0";"2,9";"";"0,0"
"16/01/2025";"0600";"22,8";"22,9";"22,7";"95,0";"96,0";"95,0";"22,0";"22,2";"22,0";"1009,7";"1010,1";"1009,7";"1,7";"208,0";"3,2";"";"0,0"
"16/01/2025";"0700";"22,9";"23,0";"22,8";"95,0";"95,0";"95,0";"22,1";"22,1";"22,0";"1009,4";"1009,7";"1009,4";"0,9";"214,0";"3,5";"";"0,0"
"16/01/2025";"0800";"23,0";"23,0";"22,8";"96,0";"96,0";"93,0";"22,3";"22,3";"21,7";"1009,4";"1009,5";"1009,4";"0,0";"214,0";"2,4";"";"0,0"
"16/01/2025";"0900";"23,0";"23,0";"22,8";"95,0";"96,0";"94,0";"22,2";"22,3";"21,9";"1009,5";"1009,6";"1009,4";"0,0";"214,0";"0,0";"";"0,2"
"16/01/2025";"1000";"23,0";"23,1";"22,9";"96,0";"96,0";"95,0";"22,3";"22,5";"22,0";"1010,0";"1010,0";"1009,5";"0,0";"214,0";"0,0";"39,30";"0,0"
"16/01/2025";"1100";"24,6";"24,6";"23,0";"86,0";"96,0";"86,0";"22,1";"22,9";"22,1";"1010,8";"1010,8";"1010,0";"0,3";"214,0";"1,4";"338,40";"0,0"
"16/01/2025";"1200";"26,3";"26,3";"24,5";"81,0";"88,0";"79,0";"22,7";"23,0";"22,0";"1011,5";"1011,5";"1010,8";"1,3";"214,0";"2,6";"899,20";"0,0"
"16/01/2025";"1300";"27,3";"27,3";"26,0";"77,0";"83,0";"77,0";"22,8";"23,2";"22,3";"1011,9";"1011,9";"1011,5";"1,3";"214,0";"3,6";"1060,10";"0,0"
"16/01/2025";"1400";"28,4";"28,4";"27,2";"73,0";"77,0";"71,0";"23,1";"23,5";"22,1";"1011,8";"1011,9";"1011,8";"1,1";"203,0";"2,9";"1405,90";"0,0"
"16/01/2025";"1500";"28,9";"29,0";"28,3";"70,0";"74,0";"69,0";"22,8";"23,5";"22,3";"1011,2";"1011,8";"1011,2";"1,0";"240,0";"3,7";"1413,10";"0,0"
"16/01/2025";"1600";"29,9";"30,7";"28,8";"67,0";"73,0";"65,0";"23,1";"24,4";"22,7";"1010,4";"1011,2";"1010,4";"0,8";"212,0";"3,9";"2041,80";"0,0"
"16/01/2025";"1700";"30,2";"31,1";"29,6";"68,0";"71,0";"62,0";"23,6";"24,5";"22,5";"1009,3";"1010,4";"1009,3";"1,2";"212,0";"4,5";"1942,90";"0,0"
"16/01/2025";"1800";"31,2";"33,3";"30,1";"59,0";"69,0";"54,0";"22,3";"24,7";"21,8";"1008,0";"1009,3";"1008,0";"1,8";"238,0";"5,6";"2979,60";"0,0"
"16/01/2025";"1900";"32,2";"32,6";"30,4";"59,0";"63,0";"54,0";"23,2";"23,3";"21,4";"1007,2";"1008,0";"1007,2";"1,4";"223,0";"4,8";"2033,90";"0,0"
"16/01/2025";"2000";"30,0";"33,2";"29,9";"63,0";"63,0";"55,0";"22,2";"23,5";"21,5";"1007,0";"1007,2";"1007,0";"1,2";"222,0";"5,5";"1299,40";"0,0"
"16/01/2025";"2100";"29,0";"30,2";"29,0";"64,0";"64,0";"60,0";"21,4";"22,4";"21,1";"1007,4";"1007,4";"1007,0";"0,9";"224,0";"5,1";"295,80";"0,0"
"16/01/2025";"2200";"27,6";"29,0";"27,6";"72,0";"72,0";"62,0";"22,0";"22,0";"20,8";"1008,1";"1008,1";"1007,4";"1,2";"213,0";"3,8";"21,00";"0,0"
"16/01/2025";"2300";"26,7";"27,6";"26,7";"82,0";"82,0";"72,0";"23,3";"23,3";"22,0";"1009,2";"1009,2";"1008,1";"1,3";"211,0";"4,9";"";"0,0"
"17/01/2025";"0000";"26,5";"26,7";"26,5";"85,0";"85,0";"82,0";"23,7";"23,7";"23,4";"1010,3";"1010,3";"1009,2";"1,3";"208,0";"4,3";"";"0,0"
"17/01/2025";"0100";"26,3";"26,5";"26,3";"85,0";"85,0";"84,0";"23,6";"23,7";"23,6";"1010,7";"1010,8";"1010,3";"1,3";"215,0";"4,4";"";"0,0"
"17/01/2025";"0200";"26,2";"26,3";"26,1";"86,0";"86,0";"85,0";"23,6";"23,7";"23,6";"1011,0";"1011,0";"1010,7";"0,6";"215,0";"3,8";"";"0,0"
"17/01/2025";"0300";"26,2";"26,3";"26,2";"86,0";"86,0";"85,0";"23,7";"23,7";"23,5";"1010,8";"1011,1";"1010,8";"1,2";"215,0";"4,8";"";"0,0"
"17/01/2025";"0400";"25,8";"26,2";"25,8";"89,0";"89,0";"86,0";"23,8";"23,8";"23,6";"1010,3";"1010,8";"1010,3";"0,3";"214,0";"3,4";"";"0,0"
"17/01/2025";"0500";"24,9";"25,8";"24,9";"94,0";"94,0";"89,0";"23,9";"24,0";"23,8";"1009,6";"1010,3";"1009,6";"0,8";"214,0";"1,9";"";"0,0"
"17/01/2025";"0600";"24,5";"24,9";"24,5";"96,0";"96,0";"94,0";"23,7";"23,9";"23,7";"1009,2";"1009,6";"1009,2";"0,9";"203,0";"2,4";"";"0,0"
"17/01/2025";"0700";"24,5";"24,5";"24,4";"95,0";"96,0";"95,0";"23,7";"23,7";"23,6";"1009,4";"1009,4";"1009,1";"0,7";"203,0";"2,2";"";"0,0"
"17/01/2025";"0800";"24,8";"24,8";"24,5";"97,0";"97,0";"95,0";"24,2";"24,2";"23,7";"1010,1";"1010,1";"1009,4";"0,7";"203,0";"1,9";"";"0,0"
"17/01/2025";"0900";"24,6";"24,8";"24,6";"98,0";"98,0";"97,0";"24,2";"24,3";"24,2";"1010,2";"1010,2";"1010,1";"1,3";"248,0";"3,9";"";"0,2"
"17/01/2025";"1000";"24,4";"24,6";"24,4";"97,0";"98,0";"97,0";"24,0";"24,2";"24,0";"1011,0";"1011,0";"1010,2";"1,8";"254,0";"3,1";"26,10";"0,0"
"17/01/2025";"1100";"24,6";"24,7";"24,4";"96,0";"97,0";"96,0";"23,8";"24,1";"23,8";"1011,6";"1011,6";"1011,0";"1,7";"249,0";"4,1";"218,90";"0,0"
"17/01/2025";"1200";"25,7";"25,7";"24,6";"91,0";"96,0";"90,0";"24,0";"24,4";"23,6";"1012,3";"1012,3";"1011,6";"1,3";"245,0";"4,2";"689,20";"0,0"
"17/01/2025";"1300";"27,1";"27,1";"25,6";"84,0";"91,0";"84,0";"24,2";"24,5";"23,8";"1012,2";"1012,4";"1012,2";"1,2";"259,0";"3,1";"1024,70";"0,0"
"17/01/2025";"1400";"29,6";"29,8";"26,9";"72,0";"86,0";"70,0";"23,9";"25,4";"23,3";"1011,9";"1012,2";"1011,9";"1,8";"247,0";"4,0";"2361,20";"0,0"
"17/01/2025";"1500";"30,6";"31,0";"29,4";"66,0";"73,0";"65,0";"23,5";"25,0";"22,5";"1011,4";"1011,9";"1011,4";"2,1";"233,0";"4,4";"2744,00";"0,0"
"17/01/2025";"1600";"30,8";"31,0";"29,9";"63,0";"69,0";"62,0";"23,0";"24,1";"22,5";"1010,5";"1011,4";"1010,5";"1,7";"258,0";"4,4";"2422,20";"0,0"
"17/01/2025";"1700";"33,2";"33,5";"30,5";"56,0";"66,0";"55,0";"23,2";"24,4";"22,3";"1009,2";"1010,5";"1009,2";"0,7";"245,0";"4,1";"3477,80";"0,0"
"17/01/2025";"1800";"32,0";"33,5";"31,5";"58,0";"64,0";"56,0";"22,6";"24,9";"22,6";"1008,1";"1009,2";"1008,1";"1,8";"204,0";"4,5";"2385,20";"0,0"
"17/01/2025";"1900";"31,3";"33,4";"31,3";"60,0";"61,0";"53,0";"22,7";"24,1";"22,2";"1007,1";"1008,1";"1007,1";"1,0";"202,0";"4,4";"2259,10";"0,0"
"17/01/2025";"2000";"31,0";"31,8";"30,8";"66,0";"67,0";"59,0";"24,0";"24,6";"22,2";"1007,3";"1007,3";"1007,1";"1,4";"221,0";"4,0";"686,00";"0,0"
"17/01/2025";"2100";"25,0";"31,0";"25,0";"95,0";"97,0";"66,0";"24,2";"25,1";"23,6";"1008,6";"1008,7";"1007,3";"0,7";"197,0";"5,7";"111,90";"20,2"
"17/01/2025";"2200";"24,0";"25,2";"24,0";"95,0";"96,0";"93,0";"23,2";"24,4";"23,0";"1009,5";"1009,6";"1008,6";"1,6";"216,0";"6,2";"16,10";"1,0"
"17/01/2025";"2300";"24,6";"24,6";"23,8";"96,0";"97,0";"95,0";"24,0";"24,0";"23,2";"1010,4";"1010,4";"1009,4";"0,7";"207,0";"6,2";"";"0,6"
"18/01/2025";"0000";"24,2";"24,7";"24,2";"97,0";"97,0";"96,0";"23,7";"24,0";"23,7";"1011,4";"1011,4";"1010,3";"1,5";"191,0";"6,5";"";"0,6"
"18/01/2025";"0100";"24,0";"24,2";"24,0";"97,0";"97,0";"97,0";"23,6";"23,7";"23,6";"1012,1";"1012,1";"1011,4";"1,8";"190,0";"5,4";"";"2,2"
"18/01/2025";"0200";"24,0";"24,0";"23,8";"98,0";"98,0";"97,0";"23,5";"23,6";"23,4";"1012,3";"1012,4";"1012,1";"0,7";"191,0";"5,4";"";"0,4"
"18/01/2025";"0300";"23,7";"24,0";"23,7";"98,0";"98,0";"97,0";"23,3";"23,5";"23,3";"1012,2";"1012,3";"1012,2";"0,7";"191,0";"2,8";"";"0,8"
"18/01/2025";"0400";"23,6";"23,8";"23,6";"98,0";"98,0";"98,0";"23,3";"23,5";"23,3";"1011,7";"1012,2";"1011,7";"0,0";"191,0";"1,4";"";"1,8"
"18/01/2025";"0500";"23,7";"23,7";"23,6";"98,0";"98,0";"98,0";"23,4";"23,5";"23,3";"1011,0";"1011,7";"1011,0";"0,9";"203,0";"4,6";"";"1,6"
"18/01/2025";"0600";"23,0";"23,8";"22,8";"97,0";"98,0";"97,0";"22,6";"23,5";"22,3";"1010,1";"1011,0";"1010,1";"0,0";"208,0";"4,6";"";"0,6"
"18/01/2025";"0700";"23,1";"23,2";"23,0";"98,0";"98,0";"97,0";"22,8";"22,9";"22,6";"1009,9";"1010,1";"1009,8";"0,0";"208,0";"2,0";"";"0,0"
"18/01/2025";"0800";"23,2";"23,3";"23,1";"98,0";"98,0";"98,0";"22,9";"23,0";"22,8";"1009,9";"1009,9";"1009,7";"0,3";"208,0";"2,1";"";"0,0"
"18/01/2025";"0900";"23,2";"23,3";"23,2";"98,0";"98,0";"97,0";"22,8";"23,0";"22,8";"1010,5";"1010,5";"1009,9";"0,8";"222,0";"2,9";"";"0,8"
"18/01/2025";"1000";"23,2";"23,2";"23,1";"98,0";"98,0";"98,0";"22,8";"22,9";"22,8";"1010,8";"1010,8";"1010,5";"0,4";"257,0";"3,0";"10,70";"1,4"
"18/01/2025";"1100";"23,4";"23,5";"23,2";"98,0";"98,0";"98,0";"23,0";"23,1";"22,8";"1011,3";"1011,3";"1010,8";"0,8";"249,0";"2,5";"162,70";"0,4"
"18/01/2025";"1200";"24,1";"24,2";"23,4";"96,0";"98,0";"95,0";"23,4";"23,6";"22,9";"1012,1";"1012,1";"1011,3";"0,9";"237,0";"2,8";"512,20";"0,2"
"18/01/2025";"1300";"25,0";"25,2";"24,0";"92,0";"96,0";"92,0";"23,6";"24,1";"23,0";"1012,7";"1012,7";"1012,1";"0,5";"219,0";"3,2";"801,70";"0,2"
"18/01/2025";"1400";"27,1";"27,2";"25,0";"82,0";"93,0";"80,0";"23,8";"24,5";"23,0";"1012,8";"1012,9";"1012,7";"0,4";"249,0";"3,0";"1458,60";"0,0"
"18/01/2025";"1500";"27,2";"27,2";"26,6";"80,0";"84,0";"78,0";"23,4";"23,8";"22,8";"1012,4";"1012,8";"1012,4";"0,3";"258,0";"2,6";"1309,20";"0,0"
"18/01/2025";"1600";"28,0";"28,6";"27,1";"75,0";"83,0";"75,0";"23,2";"24,4";"22,7";"1011,7";"1012,4";"1011,7";"0,6";"251,0";"3,0";"1680,00";"0,0"
"18/01/2025";"1700";"28,8";"29,3";"27,9";"73,0";"78,0";"70,0";"23,4";"24,4";"22,8";"1010,4";"1011,7";"1010,4";"0,7";"209,0";"3,6";"1756,70";"0,0"
"18/01/2025";"1800";"28,9";"29,2";"28,1";"76,0";"78,0";"69,0";"24,3";"24,3";"22,5";"1009,4";"1010,4";"1009,4";"1,1";"256,0";"3,4";"953,80";"0,0"
"18/01/2025";"1900";"29,9";"29,9";"28,7";"72,0";"77,0";"70,0";"24,3";"24,5";"23,2";"1009,0";"1009,4";"1008,9";"0,8";"231,0";"3,4";"1513,30";"0,0"
"18/01/2025";"2000";"28,7";"30,0";"28,3";"73,0";"75,0";"69,0";"23,3";"23,9";"22,6";"1009,3";"1009,3";"1009,0";"0,9";"238,0";"3,3";"808,30";"0,0"
"18/01/2025";"2100";"27,7";"29,0";"27,7";"72,0";"75,0";"68,0";"22,2";"23,8";"21,6";"1009,6";"1009,6";"1009,2";"0,1";"225,0";"2,2";"388,80";"0,0"
"18/01/2025";"2200";"25,9";"27,7";"25,9";"87,0";"87,0";"72,0";"23,5";"23,6";"22,1";"1010,4";"1010,4";"1009,6";"0,0";"225,0";"1,4";"17,40";"0,0"
"18/01/2025";"2300";"26,1";"26,3";"25,6";"86,0";"89,0";"84,0";"23,6";"23,9";"23,3";"1011,1";"1011,1";"1010,4";"2,2";"221,0";"4,6";"";"0,0"
"19/01/2025";"0000";"25,5";"26,1";"25,4";"85,0";"88,0";"85,0";"22,8";"23,6";"22,7";"1012,1";"1012,1";"1011,1";"1,3";"239,0";"4,5";"";"0,0"
"19/01/2025";"0100";"25,1";"25,5";"25,0";"90,0";"90,0";"85,0";"23,4";"23,4";"22,7";"1012,7";"1012,7";"1012,1";"0,0";"248,0";"2,3";"";"0,0"
"19/01/2025";"0200";"24,6";"25,1";"24,6";"95,0";"95,0";"90,0";"23,8";"23,8";"23,3";"1012,4";"1012,8";"1012,4";"1,1";"225,0";"1,9";"";"0,0"
"19/01/2025";"0300";"24,2";"24,6";"24,2";"97,0";"97,0";"95,0";"23,6";"23,8";"23,6";"1011,8";"1012,4";"1011,8";"0,3";"219,0";"1,9";"";"0,0"
"19/01/2025";"0400";"24,1";"24,3";"24,1";"97,0";"97,0";"97,0";"23,6";"23,8";"23,6";"1011,4";"1011,8";"1011,4";"0,7";"219,0";"1,9";"";"0,0"
"19/01/2025";"0500";"24,1";"24,2";"24,0";"97,0";"97,0";"97,0";"23,6";"23,7";"23,6";"1010,7";"1011,4";"1010,7";"1,0";"208,0";"2,6";"";"0,0"
"19/01/2025";"0600";"24,1";"24,1";"24,0";"98,0";"98,0";"97,0";"23,7";"23,7";"23,6";"1010,2";"1010,7";"1010,2";"0,4";"208,0";"2,1";"";"0,0"
"19/01/2025";"0700";"23,9";"24,1";"23,9";"98,0";"98,0";"98,0";"23,6";"23,7";"23,5";"1009,8";"1010,2";"1009,8";"0,4";"208,0";"1,7";"";"0,2"
"19/01/2025";"0800";"23,5";"23,9";"23,5";"98,0";"98,0";"98,0";"23,2";"23,6";"23,2";"1009,9";"1010,0";"1009,8";"1,5";"203,0";"3,0";"";"1,0"
"19/01/2025";"0900";"23,2";"23,5";"23,2";"98,0";"98,0";"98,0";"22,9";"23,2";"22,9";"1010,2";"1010,2";"1009,9";"1,1";"197,0";"3,1";"";"1,2"
"19/01/2025";"1000";"23,1";"23,2";"23,1";"98,0";"98,0";"98,0";"22,8";"22,9";"22,8";"1010,8";"1010,8";"1010,2";"0,6";"197,0";"2,3";"21,00";"0,2"
"19/01/2025";"1100";"23,9";"23,9";"23,0";"98,0";"98,0";"98,0";"23,5";"23,7";"22,8";"1011,2";"1011,2";"1010,8";"1,3";"197,0";"2,9";"342,40";"0,0"
"19/01/2025";"1200";"25,0";"25,0";"23,7";"92,0";"98,0";"92,0";"23,6";"24,3";"23,2";"1011,8";"1011,8";"1011,2";"0,7";"186,0";"3,5";"955,80";"0,0"
"19/01/2025";"1300";"27,4";"27,6";"25,0";"80,0";"92,0";"78,0";"23,6";"24,7";"23,1";"1012,1";"1012,1";"1011,8";"1,0";"186,0";"3,0";"1509,90";"0,0"
"19/01/2025";"1400";"28,4";"29,4";"26,8";"76,0";"81,0";"72,0";"23,7";"25,1";"22,8";"1012,0";"1012,1";"1011,9";"1,2";"186,0";"3,4";"2310,70";"0,2"
"19/01/2025";"1500";"29,6";"29,7";"28,2";"71,0";"79,0";"69,0";"23,9";"24,3";"22,6";"1011,4";"1012,0";"1011,4";"1,1";"197,0";"3,2";"1903,40";"0,0"
"19/01/2025";"1600";"30,0";"30,7";"29,0";"68,0";"75,0";"66,0";"23,4";"25,1";"22,6";"1010,6";"1011,4";"1010,6";"1,8";"235,0";"4,6";"2406,60";"0,0"
"19/01/2025";"1700";"30,5";"30,8";"29,7";"66,0";"70,0";"64,0";"23,5";"24,3";"22,4";"1009,6";"1010,6";"1009,6";"1,5";"245,0";"4,3";"1705,30";"0,0"
"19/01/2025";"1800";"30,8";"31,7";"30,2";"66,0";"67,0";"62,0";"23,6";"24,3";"22,6";"1008,6";"1009,6";"1008,6";"1,6";"221,0";"5,6";"2004,40";"0,0"
"19/01/2025";"1900";"30,4";"33,0";"30,3";"64,0";"67,0";"57,0";"22,9";"24,0";"22,2";"1008,2";"1008,7";"1008,2";"2,1";"226,0";"6,1";"2383,90";"0,0"
"19/01/2025";"2000";"28,3";"31,1";"28,3";"72,0";"72,0";"63,0";"22,7";"23,9";"22,7";"1008,3";"1008,4";"1008,1";"2,0";"195,0";"6,1";"1279,60";"0,0"
"19/01/2025";"2100";"24,2";"28,2";"24,2";"94,0";"94,0";"72,0";"23,1";"23,5";"22,7";"1009,5";"1009,5";"1008,3";"1,8";"248,0";"6,8";"88,80";"3,4"
