"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/01/2025";"0000";"24,7";"24,8";"24,6";"96,0";"96,0";"95,0";"24,1";"24,1";"23,8";"1008,0";"1008,2";"1006,9";"0,0";"242,0";"2,3";"";"0,0"
"01/01/2025";"0100";"24,6";"24,7";"24,5";"96,0";"97,0";"96,0";"23,9";"24,1";"23,9";"1008,3";"1008,3";"1008,0";"0,8";"247,0";"2,2";"";"0,0"
"01/01/2025";"0200";"24,3";"24,6";"24,3";"96,0";"97,0";"96,0";"23,7";"24,1";"23,7";"1008,4";"1008,6";"1008,3";"0,3";"242,0";"1,8";"";"0,0"
"01/01/2025";"0300";"24,3";"24,4";"24,3";"96,0";"96,0";"96,0";"23,7";"23,8";"23,6";"1008,0";"1008,4";"1008,0";"0,0";"248,0";"1,5";"";"0,0"
"01/01/2025";"0400";"24,3";"24,5";"24,2";"97,0";"97,0";"96,0";"23,8";"23,9";"23,7";"1007,3";"1008,0";"1007,3";"0,0";"248,0";"0,0";"";"0,0"
"01/01/2025";"0500";"24,2";"24,4";"24,2";"97,0";"97,0";"97,0";"23,7";"23,9";"23,7";"1007,2";"1007,3";"1007,1";"0,0";"248,0";"0,7";"";"0,0"
"01/01/2025";"0600";"24,1";"24,3";"24,1";"98,0";"98,0";"97,0";"23,7";"23,9";"23,6";"1006,9";"1007,2";"1006,9";"0,0";"248,0";"0,7";"";"0,0"
"01/01/2025";"0700";"24,2";"24,2";"24,1";"98,0";"98,0";"98,0";"23,8";"23,9";"23,7";"1006,8";"1007,1";"1006,8";"0,0";"248,0";"0,0";"";"0,0"
"01/01/2025";"0800";"24,2";"24,3";"24,2";"98,0";"98,0";"98,0";"23,8";"23,9";"23,8";"1006,7";"1006,9";"1006,7";"0,1";"248,0";"1,0";"";"0,0"
"01/01/2025";"0900";"24,0";"24,2";"23,9";"98,0";"98,0";"98,0";"23,7";"23,8";"23,6";"1007,2";"1007,2";"1006,7";"0,0";"248,0";"0,8";"";"0,2"
"01/01/2025";"1000";"24,5";"24,5";"23,9";"98,0";"98,0";"98,0";"24,2";"24,2";"23,6";"1007,9";"1007,9";"1007,2";"0,2";"242,0";"1,0";"65,20";"0,0"
"01/01/2025";"1100";"27,5";"27,5";"24,5";"90,0";"98,0";"90,0";"25,7";"25,9";"24,2";"1008,3";"1008,3";"1007,9";"1,0";"241,0";"2,3";"618,40";"0,0"
"01/01/2025";"1200";"28,9";"29,6";"27,5";"81,0";"90,0";"80,0";"25,4";"26,2";"25,3";"1008,8";"1008,9";"1008,3";"1,3";"249,0";"3,8";"1265,70";"0,0"
"01/01/2025";"1300";"31,6";"31,6";"28,8";"73,0";"85,0";"72,0";"26,1";"26,4";"25,3";"1008,8";"1008,9";"1008,8";"2,8";"238,0";"6,2";"1696,80";"0,0"
"01/01/2025";"1400";"32,2";"32,8";"30,6";"68,0";"74,0";"66,0";"25,5";"26,7";"24,8";"1008,7";"1008,9";"1008,7";"1,9";"239,0";"6,7";"2288,70";"0,0"
"01/01/2025";"1500";"32,9";"33,7";"31,5";"63,0";"69,0";"62,0";"24,9";"26,1";"24,2";"1008,0";"1008,8";"1008,0";"2,6";"230,0";"7,8";"2572,00";"0,0"
"01/01/2025";"1600";"33,4";"34,1";"32,1";"59,0";"64,0";"58,0";"24,4";"25,6";"23,9";"1007,0";"1008,0";"1007,0";"0,8";"235,0";"6,8";"2290,90";"0,0"
"01/01/2025";"1700";"28,6";"33,4";"28,6";"82,0";"82,0";"58,0";"25,1";"26,4";"23,6";"1006,8";"1007,0";"1006,3";"2,3";"219,0";"8,3";"1283,00";"1,2"
"01/01/2025";"1800";"26,3";"28,5";"24,9";"93,0";"96,0";"82,0";"25,0";"25,3";"23,2";"1005,6";"1007,0";"1005,6";"0,7";"180,0";"10,2";"301,50";"9,2"
"01/01/2025";"1900";"27,8";"27,8";"26,2";"91,0";"94,0";"90,0";"26,1";"26,1";"25,1";"1004,9";"1005,6";"1004,9";"0,9";"180,0";"3,3";"416,40";"0,0"
"01/01/2025";"2000";"28,6";"29,5";"27,8";"88,0";"91,0";"85,0";"26,3";"27,0";"25,9";"1004,6";"1005,0";"1004,5";"0,8";"221,0";"3,7";"533,00";"0,0"
"01/01/2025";"2100";"28,1";"28,6";"28,1";"89,0";"90,0";"86,0";"26,2";"26,5";"25,8";"1004,9";"1005,0";"1004,6";"0,6";"208,0";"3,0";"152,40";"0,0"
"01/01/2025";"2200";"26,2";"28,1";"26,0";"97,0";"97,0";"88,0";"25,6";"26,2";"25,5";"1005,2";"1006,0";"1004,9";"0,1";"208,0";"4,7";"9,20";"14,2"
"01/01/2025";"2300";"26,2";"26,4";"26,1";"94,0";"97,0";"93,0";"25,2";"25,9";"25,0";"1006,3";"1006,3";"1005,1";"0,8";"243,0";"4,6";"0,90";"0,0"
"02/01/2025";"0000";"26,3";"26,3";"26,1";"92,0";"95,0";"92,0";"24,9";"25,2";"24,9";"1007,0";"1007,0";"1006,3";"0,8";"236,0";"3,3";"1,40";"0,2"
"02/01/2025";"0100";"26,1";"26,4";"26,1";"94,0";"94,0";"92,0";"25,0";"25,0";"24,9";"1007,4";"1007,5";"1007,0";"1,2";"228,0";"3,6";"0,50";"0,0"
"02/01/2025";"0200";"26,0";"26,1";"26,0";"94,0";"94,0";"93,0";"24,9";"25,0";"24,9";"1007,7";"1007,7";"1007,3";"0,8";"225,0";"3,7";"";"0,0"
"02/01/2025";"0300";"26,0";"26,0";"25,9";"94,0";"94,0";"94,0";"24,9";"25,0";"24,9";"1007,8";"1007,9";"1007,7";"0,6";"228,0";"2,3";"";"0,0"
"02/01/2025";"0400";"25,9";"26,1";"25,9";"95,0";"95,0";"93,0";"25,0";"25,0";"24,8";"1007,5";"1007,9";"1007,4";"0,2";"225,0";"2,3";"";"0,0"
"02/01/2025";"0500";"25,7";"25,9";"25,7";"95,0";"95,0";"95,0";"24,9";"25,0";"24,9";"1006,9";"1007,5";"1006,9";"0,8";"227,0";"2,4";"";"0,0"
"02/01/2025";"0600";"25,4";"25,7";"25,4";"97,0";"97,0";"95,0";"24,8";"24,9";"24,8";"1006,4";"1006,9";"1006,3";"0,0";"225,0";"1,5";"";"0,0"
"02/01/2025";"0700";"25,3";"25,5";"25,2";"97,0";"97,0";"96,0";"24,8";"24,9";"24,7";"1006,3";"1006,5";"1006,3";"0,0";"225,0";"1,4";"";"0,0"
"02/01/2025";"0800";"25,1";"25,3";"24,9";"98,0";"98,0";"97,0";"24,7";"24,8";"24,5";"1006,6";"1006,6";"1006,2";"0,0";"225,0";"0,0";"";"0,0"
"02/01/2025";"0900";"24,8";"25,1";"24,8";"98,0";"98,0";"98,0";"24,4";"24,7";"24,4";"1007,0";"1007,0";"1006,6";"0,0";"225,0";"1,5";"";"0,0"
"02/01/2025";"1000";"25,1";"25,1";"24,7";"98,0";"98,0";"98,0";"24,7";"24,7";"24,4";"1007,8";"1007,8";"1007,0";"0,1";"225,0";"1,2";"59,30";"0,0"
"02/01/2025";"1100";"28,2";"28,4";"25,1";"85,0";"98,0";"85,0";"25,4";"25,9";"24,7";"1008,4";"1008,4";"1007,8";"1,4";"228,0";"3,7";"590,30";"0,0"
"02/01/2025";"1200";"29,9";"30,1";"28,2";"77,0";"86,0";"76,0";"25,4";"26,3";"25,2";"1008,6";"1008,7";"1008,4";"2,5";"236,0";"5,8";"1354,80";"0,0"
"02/01/2025";"1300";"30,4";"31,0";"29,9";"73,0";"78,0";"71,0";"25,0";"26,2";"24,6";"1008,8";"1008,9";"1008,6";"2,8";"241,0";"7,9";"1714,20";"0,0"
"02/01/2025";"1400";"32,4";"32,8";"30,4";"66,0";"73,0";"65,0";"25,2";"26,1";"24,5";"1008,9";"1009,0";"1008,8";"2,8";"236,0";"7,3";"2123,00";"0,0"
"02/01/2025";"1500";"32,8";"33,0";"31,3";"63,0";"70,0";"63,0";"24,9";"26,0";"24,2";"1008,6";"1008,9";"1008,5";"1,7";"234,0";"6,8";"1890,60";"0,0"
"02/01/2025";"1600";"33,8";"34,0";"32,2";"59,0";"67,0";"58,0";"24,8";"26,0";"23,9";"1007,6";"1008,6";"1007,6";"2,9";"233,0";"6,1";"2704,80";"0,0"
"02/01/2025";"1700";"32,9";"34,2";"28,4";"67,0";"88,0";"58,0";"26,0";"27,5";"23,5";"1006,5";"1007,6";"1006,5";"1,1";"202,0";"7,4";"2209,30";"1,0"
"02/01/2025";"1800";"32,5";"33,0";"31,1";"69,0";"76,0";"67,0";"26,1";"27,4";"25,8";"1005,3";"1006,5";"1005,3";"1,8";"237,0";"4,8";"2081,10";"0,0"
"02/01/2025";"1900";"31,0";"33,6";"31,0";"76,0";"76,0";"66,0";"26,2";"27,7";"25,6";"1004,8";"1005,3";"1004,7";"0,4";"197,0";"5,0";"987,40";"0,0"
"02/01/2025";"2000";"30,6";"31,3";"30,5";"77,0";"78,0";"73,0";"26,2";"26,5";"25,8";"1004,6";"1004,8";"1004,4";"1,1";"189,0";"4,2";"391,60";"0,0"
"02/01/2025";"2100";"30,0";"30,7";"30,0";"79,0";"79,0";"76,0";"25,9";"26,5";"25,6";"1004,5";"1004,7";"1004,5";"0,9";"199,0";"3,3";"212,40";"0,0"
"02/01/2025";"2200";"29,3";"30,0";"29,2";"79,0";"80,0";"78,0";"25,3";"25,8";"25,3";"1005,4";"1005,4";"1004,5";"1,9";"213,0";"4,7";"18,50";"0,0"
"02/01/2025";"2300";"29,0";"29,3";"29,0";"77,0";"81,0";"77,0";"24,5";"25,5";"24,5";"1006,2";"1006,2";"1005,4";"1,5";"245,0";"5,1";"";"0,0"
"03/01/2025";"0000";"28,2";"29,0";"28,2";"80,0";"80,0";"77,0";"24,4";"24,6";"24,3";"1006,9";"1006,9";"1006,2";"1,2";"249,0";"5,3";"";"0,0"
"03/01/2025";"0100";"27,7";"28,2";"27,7";"83,0";"83,0";"80,0";"24,6";"24,7";"24,3";"1007,6";"1007,6";"1006,8";"1,0";"256,0";"5,1";"";"0,0"
"03/01/2025";"0200";"27,1";"27,7";"27,1";"87,0";"87,0";"83,0";"24,8";"24,8";"24,7";"1007,8";"1007,8";"1007,6";"0,9";"253,0";"4,8";"";"0,0"
"03/01/2025";"0300";"26,7";"27,1";"26,7";"90,0";"90,0";"87,0";"24,9";"25,0";"24,8";"1007,9";"1008,1";"1007,8";"0,5";"214,0";"3,3";"";"0,0"
"03/01/2025";"0400";"26,5";"26,7";"26,4";"91,0";"91,0";"90,0";"25,0";"25,0";"24,9";"1007,4";"1007,9";"1007,4";"0,7";"220,0";"2,6";"";"0,0"
"03/01/2025";"0500";"26,4";"26,5";"26,3";"92,0";"92,0";"91,0";"24,9";"25,0";"24,9";"1006,5";"1007,4";"1006,5";"0,2";"223,0";"2,2";"";"0,0"
"03/01/2025";"0600";"26,3";"26,4";"26,3";"93,0";"93,0";"92,0";"25,0";"25,0";"24,9";"1006,3";"1006,5";"1006,3";"0,1";"259,0";"2,7";"";"0,0"
"03/01/2025";"0700";"26,1";"26,3";"26,1";"94,0";"94,0";"93,0";"25,0";"25,0";"24,9";"1006,4";"1006,4";"1006,3";"0,3";"256,0";"2,4";"";"0,0"
"03/01/2025";"0800";"25,4";"26,1";"25,4";"97,0";"97,0";"94,0";"24,9";"25,0";"24,9";"1006,4";"1006,5";"1006,2";"0,0";"214,0";"1,6";"";"0,0"
"03/01/2025";"0900";"25,2";"25,4";"25,1";"98,0";"98,0";"97,0";"24,8";"24,9";"24,7";"1007,0";"1007,0";"1006,3";"0,0";"214,0";"0,4";"";"0,0"
"03/01/2025";"1000";"25,5";"25,5";"25,1";"98,0";"98,0";"98,0";"25,1";"25,1";"24,7";"1007,8";"1007,8";"1007,0";"0,0";"214,0";"0,0";"74,90";"0,0"
"03/01/2025";"1100";"27,2";"27,2";"25,5";"91,0";"98,0";"91,0";"25,7";"25,8";"25,1";"1008,7";"1008,7";"1007,8";"1,1";"215,0";"2,4";"452,50";"0,0"
"03/01/2025";"1200";"29,9";"29,9";"27,2";"79,0";"91,0";"79,0";"25,9";"26,5";"25,5";"1009,2";"1009,2";"1008,7";"1,8";"231,0";"3,9";"1099,40";"0,0"
"03/01/2025";"1300";"30,4";"30,5";"29,6";"76,0";"79,0";"75,0";"25,7";"26,2";"25,0";"1009,5";"1009,6";"1009,2";"2,0";"225,0";"5,9";"1216,30";"0,0"
"03/01/2025";"1400";"31,3";"32,3";"30,2";"67,0";"78,0";"67,0";"24,5";"26,2";"24,5";"1009,2";"1009,5";"1009,2";"3,1";"229,0";"5,9";"1730,90";"0,0"
"03/01/2025";"1500";"33,2";"33,3";"30,9";"65,0";"72,0";"61,0";"25,8";"26,5";"24,4";"1008,5";"1009,3";"1008,5";"3,0";"225,0";"6,4";"2454,80";"0,0"
"03/01/2025";"1600";"32,3";"34,2";"32,1";"65,0";"69,0";"60,0";"24,9";"26,5";"24,3";"1007,5";"1008,6";"1007,5";"0,9";"236,0";"6,4";"2273,10";"0,0"
"03/01/2025";"1700";"29,7";"32,5";"29,7";"79,0";"81,0";"65,0";"25,7";"26,9";"24,8";"1006,7";"1007,5";"1006,7";"1,5";"209,0";"4,3";"1318,40";"0,0"
"03/01/2025";"1800";"30,5";"30,5";"29,0";"79,0";"84,0";"77,0";"26,5";"26,5";"24,7";"1006,2";"1006,9";"1006,1";"1,2";"245,0";"5,1";"1051,90";"0,0"
"03/01/2025";"1900";"29,6";"30,5";"29,3";"81,0";"82,0";"76,0";"25,9";"26,7";"24,7";"1005,7";"1006,3";"1005,4";"1,9";"207,0";"5,4";"1244,90";"0,0"
"03/01/2025";"2000";"23,4";"29,6";"22,3";"98,0";"98,0";"81,0";"23,1";"26,4";"21,4";"1005,7";"1006,4";"1005,7";"0,4";"206,0";"12,5";"126,10";"19,6"
"03/01/2025";"2100";"24,5";"24,7";"23,5";"98,0";"98,0";"98,0";"24,2";"24,4";"23,2";"1005,9";"1006,5";"1005,3";"0,0";"253,0";"2,8";"44,60";"0,0"
"03/01/2025";"2200";"23,8";"24,7";"23,8";"93,0";"98,0";"91,0";"22,7";"24,3";"22,2";"1007,4";"1007,4";"1005,9";"0,4";"234,0";"4,7";"2,70";"0,0"
"03/01/2025";"2300";"23,6";"23,9";"23,4";"97,0";"97,0";"93,0";"23,0";"23,3";"22,5";"1007,6";"1007,8";"1007,4";"1,5";"233,0";"2,9";"";"1,8"
"04/01/2025";"0000";"23,5";"23,6";"23,3";"97,0";"97,0";"97,0";"23,1";"23,1";"22,8";"1007,7";"1008,0";"1007,5";"0,2";"231,0";"2,9";"";"0,8"
"04/01/2025";"0100";"23,9";"23,9";"23,4";"98,0";"98,0";"97,0";"23,5";"23,5";"23,0";"1008,1";"1008,2";"1007,6";"0,7";"231,0";"1,3";"";"0,2"
"04/01/2025";"0200";"24,1";"24,2";"23,9";"98,0";"98,0";"98,0";"23,8";"23,9";"23,5";"1008,2";"1008,2";"1007,9";"0,0";"231,0";"1,3";"";"0,0"
"04/01/2025";"0300";"24,1";"24,1";"24,0";"98,0";"98,0";"98,0";"23,8";"23,8";"23,7";"1007,7";"1008,2";"1007,7";"0,0";"231,0";"0,6";"";"0,0"
"04/01/2025";"0400";"24,2";"24,3";"24,0";"99,0";"99,0";"98,0";"24,0";"24,0";"23,8";"1007,5";"1007,7";"1007,5";"0,0";"231,0";"0,8";"";"0,0"
"04/01/2025";"0500";"24,2";"24,3";"24,2";"99,0";"99,0";"99,0";"24,0";"24,0";"23,9";"1007,1";"1007,5";"1007,1";"0,0";"231,0";"0,0";"";"0,0"
"04/01/2025";"0600";"24,2";"24,3";"24,1";"99,0";"99,0";"99,0";"23,9";"24,0";"23,9";"1006,8";"1007,1";"1006,7";"0,0";"231,0";"0,0";"";"0,0"
"04/01/2025";"0700";"24,6";"24,7";"24,2";"99,0";"99,0";"99,0";"24,3";"24,4";"23,9";"1006,8";"1007,0";"1006,7";"0,0";"231,0";"1,1";"";"0,0"
"04/01/2025";"0800";"24,6";"24,7";"24,5";"99,0";"99,0";"99,0";"24,4";"24,5";"24,3";"1006,7";"1006,8";"1006,7";"0,0";"231,0";"0,6";"";"0,0"
"04/01/2025";"0900";"24,4";"24,6";"24,4";"99,0";"99,0";"99,0";"24,2";"24,4";"24,1";"1006,5";"1006,7";"1006,3";"0,0";"231,0";"0,0";"";"0,0"
"04/01/2025";"1000";"24,7";"24,7";"24,3";"99,0";"99,0";"99,0";"24,5";"24,5";"24,1";"1007,4";"1007,4";"1006,5";"0,0";"231,0";"0,0";"34,00";"0,0"
"04/01/2025";"1100";"27,0";"27,3";"24,7";"92,0";"99,0";"92,0";"25,7";"26,5";"24,5";"1008,1";"1008,1";"1007,4";"1,0";"233,0";"2,1";"599,40";"0,0"
"04/01/2025";"1200";"29,6";"29,6";"27,0";"85,0";"95,0";"82,0";"26,7";"26,7";"25,7";"1008,8";"1008,8";"1008,1";"1,1";"237,0";"3,9";"1006,60";"0,0"
"04/01/2025";"1300";"30,0";"30,1";"29,3";"79,0";"85,0";"78,0";"26,0";"26,6";"25,5";"1009,0";"1009,1";"1008,8";"1,4";"234,0";"5,7";"1331,70";"0,0"
"04/01/2025";"1400";"32,1";"32,1";"29,8";"74,0";"81,0";"71,0";"26,8";"27,0";"25,2";"1008,3";"1009,0";"1008,3";"1,9";"239,0";"5,0";"2195,70";"0,0"
"04/01/2025";"1500";"31,2";"33,3";"30,7";"74,0";"80,0";"67,0";"25,9";"27,3";"24,7";"1008,1";"1008,3";"1007,9";"1,8";"230,0";"6,5";"2284,30";"0,0"
"04/01/2025";"1600";"26,3";"31,2";"25,8";"95,0";"96,0";"71,0";"25,5";"25,8";"24,4";"1008,1";"1008,5";"1008,1";"1,4";"222,0";"8,5";"553,50";"7,6"
"04/01/2025";"1700";"25,0";"26,5";"25,0";"96,0";"96,0";"92,0";"24,2";"25,6";"24,1";"1006,8";"1008,2";"1006,8";"1,5";"221,0";"10,3";"279,30";"0,8"
"04/01/2025";"1800";"25,6";"25,6";"24,9";"96,0";"97,0";"95,0";"24,9";"24,9";"24,1";"1005,7";"1006,8";"1005,7";"0,7";"243,0";"3,4";"371,80";"0,6"
"04/01/2025";"1900";"26,3";"26,3";"25,5";"94,0";"96,0";"93,0";"25,2";"25,2";"24,7";"1005,3";"1005,7";"1005,1";"1,5";"246,0";"6,5";"482,90";"0,0"
"04/01/2025";"2000";"26,6";"26,7";"26,2";"92,0";"94,0";"91,0";"25,2";"25,3";"24,9";"1005,2";"1006,0";"1005,2";"1,7";"254,0";"5,1";"333,60";"0,0"
"04/01/2025";"2100";"27,0";"27,0";"26,6";"91,0";"92,0";"91,0";"25,4";"25,5";"25,1";"1005,8";"1005,8";"1005,2";"0,8";"238,0";"4,7";"221,50";"0,0"
"04/01/2025";"2200";"26,3";"27,0";"26,3";"87,0";"91,0";"86,0";"24,0";"25,4";"24,0";"1006,3";"1006,3";"1005,6";"1,4";"202,0";"6,8";"13,20";"0,0"
"04/01/2025";"2300";"25,5";"26,3";"25,5";"91,0";"91,0";"87,0";"23,9";"24,0";"23,8";"1007,3";"1007,3";"1006,3";"0,7";"201,0";"5,1";"";"0,0"
"05/01/2025";"0000";"25,4";"25,5";"25,3";"92,0";"92,0";"91,0";"24,0";"24,1";"23,8";"1008,0";"1008,0";"1007,3";"0,2";"208,0";"4,3";"";"0,0"
"05/01/2025";"0100";"25,4";"25,4";"25,3";"93,0";"93,0";"92,0";"24,1";"24,2";"24,0";"1007,6";"1008,2";"1007,6";"0,2";"208,0";"2,3";"";"0,0"
"05/01/2025";"0200";"25,3";"25,4";"25,3";"94,0";"94,0";"93,0";"24,3";"24,3";"24,1";"1007,6";"1007,6";"1007,4";"0,0";"208,0";"1,9";"";"0,0"
"05/01/2025";"0300";"25,3";"25,3";"25,2";"95,0";"95,0";"94,0";"24,4";"24,4";"24,3";"1007,5";"1007,6";"1007,4";"0,0";"208,0";"1,9";"";"0,0"
"05/01/2025";"0400";"24,9";"25,3";"24,9";"97,0";"97,0";"95,0";"24,4";"24,5";"24,4";"1007,7";"1007,7";"1007,5";"0,0";"208,0";"1,8";"";"0,0"
"05/01/2025";"0500";"24,8";"24,9";"24,8";"97,0";"97,0";"97,0";"24,3";"24,4";"24,3";"1006,8";"1007,7";"1006,8";"0,0";"208,0";"0,0";"";"0,0"
"05/01/2025";"0600";"24,6";"24,8";"24,6";"98,0";"98,0";"97,0";"24,2";"24,3";"24,2";"1006,4";"1006,8";"1006,4";"0,0";"208,0";"0,0";"";"0,0"
"05/01/2025";"0700";"24,6";"24,6";"24,5";"98,0";"98,0";"98,0";"24,2";"24,2";"24,1";"1006,4";"1006,4";"1006,3";"0,0";"208,0";"0,0";"";"0,0"
"05/01/2025";"0800";"24,6";"24,6";"24,6";"98,0";"98,0";"98,0";"24,3";"24,3";"24,2";"1006,7";"1006,7";"1006,4";"0,0";"208,0";"0,0";"";"0,0"
"05/01/2025";"0900";"24,7";"24,7";"24,6";"98,0";"98,0";"98,0";"24,4";"24,4";"24,2";"1007,2";"1007,2";"1006,7";"0,0";"208,0";"0,0";"";"0,0"
"05/01/2025";"1000";"25,2";"25,2";"24,7";"98,0";"98,0";"98,0";"24,8";"24,8";"24,4";"1007,5";"1007,5";"1007,2";"0,6";"203,0";"2,2";"90,50";"0,4"
"05/01/2025";"1100";"25,9";"26,1";"25,2";"96,0";"98,0";"94,0";"25,2";"25,5";"24,8";"1008,6";"1008,6";"1007,6";"1,4";"204,0";"3,3";"446,40";"1,0"
"05/01/2025";"1200";"28,4";"28,6";"26,0";"85,0";"97,0";"84,0";"25,7";"26,4";"25,1";"1008,8";"1008,9";"1008,6";"2,2";"197,0";"4,8";"1274,60";"0,0"
"05/01/2025";"1300";"30,3";"30,9";"28,0";"75,0";"86,0";"74,0";"25,4";"26,6";"25,3";"1008,9";"1009,1";"1008,8";"1,8";"211,0";"6,8";"2100,50";"0,0"
"05/01/2025";"1400";"31,8";"32,2";"29,1";"70,0";"80,0";"69,0";"25,6";"26,9";"24,9";"1008,4";"1008,9";"1008,4";"1,5";"223,0";"6,5";"2013,50";"0,2"
"05/01/2025";"1500";"32,2";"33,1";"30,9";"65,0";"74,0";"63,0";"24,9";"26,6";"24,7";"1007,9";"1008,5";"1007,9";"2,5";"237,0";"7,0";"2473,20";"0,0"
"05/01/2025";"1600";"32,0";"33,8";"31,1";"65,0";"70,0";"59,0";"24,5";"27,3";"23,9";"1006,8";"1007,9";"1006,8";"1,7";"229,0";"5,3";"1808,30";"0,0"
"05/01/2025";"1700";"27,3";"33,2";"27,2";"94,0";"94,0";"59,0";"26,2";"26,2";"23,8";"1006,4";"1006,8";"1006,1";"1,4";"232,0";"5,7";"1320,60";"0,8"
"05/01/2025";"1800";"27,9";"27,9";"27,3";"87,0";"95,0";"85,0";"25,5";"26,6";"25,0";"1005,7";"1006,4";"1005,6";"1,3";"212,0";"5,7";"702,40";"0,0"
"05/01/2025";"1900";"27,4";"28,0";"27,2";"92,0";"93,0";"86,0";"26,0";"26,2";"25,4";"1005,6";"1005,7";"1005,4";"0,6";"250,0";"3,8";"339,20";"0,2"
"05/01/2025";"2000";"27,6";"27,6";"27,3";"92,0";"92,0";"91,0";"26,1";"26,1";"25,7";"1005,6";"1005,6";"1005,2";"0,7";"251,0";"2,9";"182,40";"0,2"
"05/01/2025";"2100";"26,9";"27,6";"26,9";"93,0";"93,0";"89,0";"25,6";"26,2";"25,2";"1006,4";"1006,4";"1005,5";"0,5";"250,0";"2,8";"50,80";"0,0"
"05/01/2025";"2200";"26,6";"26,9";"26,6";"94,0";"95,0";"93,0";"25,7";"25,8";"25,6";"1006,8";"1006,8";"1006,4";"0,9";"260,0";"2,4";"2,80";"0,0"
"05/01/2025";"2300";"26,7";"26,8";"26,6";"92,0";"95,0";"92,0";"25,4";"25,7";"25,4";"1007,5";"1007,5";"1006,8";"0,9";"253,0";"3,0";"";"0,0"
"06/01/2025";"0000";"26,6";"26,8";"26,6";"92,0";"93,0";"91,0";"25,2";"25,4";"25,2";"1008,3";"1008,3";"1007,5";"0,5";"219,0";"3,7";"";"0,0"
"06/01/2025";"0100";"26,4";"26,7";"26,4";"92,0";"92,0";"91,0";"25,1";"25,2";"25,0";"1009,0";"1009,0";"1008,3";"0,6";"260,0";"3,9";"";"0,0"
"06/01/2025";"0200";"26,1";"26,4";"26,1";"93,0";"93,0";"92,0";"25,0";"25,1";"24,9";"1008,7";"1009,1";"1008,7";"0,5";"262,0";"2,2";"";"0,0"
"06/01/2025";"0300";"26,0";"26,1";"26,0";"94,0";"94,0";"93,0";"24,9";"25,0";"24,9";"1008,8";"1008,9";"1008,7";"0,8";"226,0";"2,8";"";"0,0"
"06/01/2025";"0400";"25,6";"26,0";"25,6";"93,0";"94,0";"92,0";"24,3";"24,9";"24,3";"1008,1";"1008,8";"1008,1";"0,3";"203,0";"3,2";"";"0,0"
"06/01/2025";"0500";"25,1";"25,6";"25,1";"95,0";"95,0";"93,0";"24,3";"24,3";"24,2";"1007,4";"1008,1";"1007,4";"0,0";"203,0";"3,2";"";"0,0"
"06/01/2025";"0600";"24,8";"25,1";"24,8";"96,0";"96,0";"95,0";"24,1";"24,3";"24,1";"1006,9";"1007,4";"1006,9";"0,0";"203,0";"0,6";"";"0,0"
"06/01/2025";"0700";"24,6";"24,8";"24,6";"97,0";"97,0";"96,0";"24,2";"24,2";"24,0";"1006,6";"1006,9";"1006,6";"0,0";"203,0";"0,0";"";"0,0"
"06/01/2025";"0800";"24,4";"24,6";"24,4";"98,0";"98,0";"97,0";"24,0";"24,2";"24,0";"1007,0";"1007,0";"1006,5";"0,0";"203,0";"0,0";"";"0,0"
"06/01/2025";"0900";"24,4";"24,5";"24,4";"98,0";"98,0";"98,0";"24,1";"24,1";"24,0";"1007,6";"1007,6";"1007,0";"0,0";"203,0";"0,0";"";"0,0"
"06/01/2025";"1000";"25,0";"25,0";"24,4";"98,0";"98,0";"98,0";"24,8";"24,8";"24,0";"1008,5";"1008,5";"1007,6";"0,0";"203,0";"0,0";"86,30";"0,0"
"06/01/2025";"1100";"27,4";"27,4";"25,0";"88,0";"98,0";"88,0";"25,3";"25,6";"24,8";"1009,2";"1009,2";"1008,5";"0,1";"203,0";"1,1";"574,90";"0,0"
"06/01/2025";"1200";"29,8";"29,8";"27,4";"80,0";"90,0";"78,0";"26,0";"26,4";"24,9";"1009,8";"1009,8";"1009,2";"0,8";"193,0";"3,0";"1302,10";"0,0"
"06/01/2025";"1300";"30,1";"31,1";"29,0";"73,0";"80,0";"71,0";"24,8";"26,4";"24,5";"1009,8";"1009,9";"1009,8";"0,9";"240,0";"3,9";"1247,50";"0,0"
"06/01/2025";"1400";"31,4";"32,2";"29,7";"69,0";"76,0";"65,0";"25,0";"26,9";"24,1";"1009,4";"1009,8";"1009,4";"1,6";"213,0";"4,0";"1874,00";"0,0"
"06/01/2025";"1500";"30,7";"31,6";"30,3";"77,0";"81,0";"65,0";"26,2";"26,7";"24,0";"1009,3";"1009,4";"1009,2";"1,6";"180,0";"3,7";"1843,40";"0,2"
"06/01/2025";"1600";"29,4";"30,9";"27,8";"83,0";"85,0";"74,0";"26,2";"26,5";"23,9";"1008,4";"1009,3";"1008,4";"0,7";"186,0";"5,1";"930,30";"0,0"
